Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Low Quality (1 Yes 0 No)
SRR9963218,AMPLICON,602,30867550,PRJNA559967,SAMN12565100,Metagenome or environmental,17415249,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710953,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P11b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963219,AMPLICON,602,19914762,PRJNA559967,SAMN12565100,Metagenome or environmental,11066508,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710952,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P11g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963220,AMPLICON,602,24073980,PRJNA559967,SAMN12565100,Metagenome or environmental,13290286,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710951,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P10s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963221,AMPLICON,602,37688812,PRJNA559967,SAMN12565100,Metagenome or environmental,20416845,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710950,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P10y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963222,AMPLICON,602,25899846,PRJNA559967,SAMN12565100,Metagenome or environmental,14097651,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710949,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963223,AMPLICON,602,21534744,PRJNA559967,SAMN12565100,Metagenome or environmental,11882015,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710948,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P11k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963224,AMPLICON,602,24988418,PRJNA559967,SAMN12565100,Metagenome or environmental,13794094,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710947,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P11m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963225,AMPLICON,602,29224090,PRJNA559967,SAMN12565100,Metagenome or environmental,16586661,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6710946,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S25y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963226,AMPLICON,600,28023600,PRJNA559967,SAMN12565100,Metagenome or environmental,17874245,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710945,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P20b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963227,AMPLICON,600,67999200,PRJNA559967,SAMN12565100,Metagenome or environmental,43921999,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710944,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P20g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963228,AMPLICON,600,68847000,PRJNA559967,SAMN12565100,Metagenome or environmental,42291717,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710943,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963229,AMPLICON,600,66038400,PRJNA559967,SAMN12565100,Metagenome or environmental,41510359,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6710942,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963230,AMPLICON,600,35280600,PRJNA559967,SAMN12565100,Metagenome or environmental,22541040,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710941,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963231,AMPLICON,600,44237170,PRJNA559967,SAMN12565100,Metagenome or environmental,31130377,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710940,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963232,AMPLICON,600,39549600,PRJNA559967,SAMN12565100,Metagenome or environmental,26003285,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710939,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963233,AMPLICON,600,53522400,PRJNA559967,SAMN12565100,Metagenome or environmental,34346579,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710938,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963234,AMPLICON,600,37685400,PRJNA559967,SAMN12565100,Metagenome or environmental,24451461,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710937,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S14y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963235,AMPLICON,600,48006600,PRJNA559967,SAMN12565100,Metagenome or environmental,30539046,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710936,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S15b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963236,AMPLICON,602,20915286,PRJNA559967,SAMN12565100,Metagenome or environmental,11989126,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710935,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963237,AMPLICON,602,24272038,PRJNA559967,SAMN12565100,Metagenome or environmental,13474194,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710934,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963238,AMPLICON,602,37308950,PRJNA559967,SAMN12565100,Metagenome or environmental,21139120,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710933,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963239,AMPLICON,602,34808844,PRJNA559967,SAMN12565100,Metagenome or environmental,19535845,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710932,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963240,AMPLICON,602,30500932,PRJNA559967,SAMN12565100,Metagenome or environmental,17534280,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710931,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S26y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963241,AMPLICON,602,22549716,PRJNA559967,SAMN12565100,Metagenome or environmental,12373367,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710930,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963242,AMPLICON,602,46373264,PRJNA559967,SAMN12565100,Metagenome or environmental,24583352,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710929,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S26p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963243,AMPLICON,602,30053646,PRJNA559967,SAMN12565100,Metagenome or environmental,17486738,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710928,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S26s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963244,AMPLICON,602,22791720,PRJNA559967,SAMN12565100,Metagenome or environmental,13160003,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710927,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P38m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963245,AMPLICON,602,29378804,PRJNA559967,SAMN12565100,Metagenome or environmental,16381334,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710926,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963246,AMPLICON,602,25514566,PRJNA559967,SAMN12565100,Metagenome or environmental,14112888,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710925,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P34y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963247,AMPLICON,602,24099866,PRJNA559967,SAMN12565100,Metagenome or environmental,13466934,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710924,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S5b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963248,AMPLICON,602,30559928,PRJNA559967,SAMN12565100,Metagenome or environmental,15911941,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710923,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963249,AMPLICON,602,23242618,PRJNA559967,SAMN12565100,Metagenome or environmental,12555616,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710922,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963250,AMPLICON,602,36098328,PRJNA559967,SAMN12565100,Metagenome or environmental,19371969,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710921,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963251,AMPLICON,602,44855020,PRJNA559967,SAMN12565100,Metagenome or environmental,25435230,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710920,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963252,AMPLICON,602,31455704,PRJNA559967,SAMN12565100,Metagenome or environmental,16822758,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710919,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963253,AMPLICON,602,31223332,PRJNA559967,SAMN12565100,Metagenome or environmental,16843240,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710918,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963254,AMPLICON,602,21529928,PRJNA559967,SAMN12565100,Metagenome or environmental,12097875,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710917,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P7b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963255,AMPLICON,602,33603640,PRJNA559967,SAMN12565100,Metagenome or environmental,19083879,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710916,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S5k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963256,AMPLICON,602,23278136,PRJNA559967,SAMN12565100,Metagenome or environmental,12563433,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710915,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S5g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963257,AMPLICON,602,53225228,PRJNA559967,SAMN12565100,Metagenome or environmental,36038129,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710914,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963258,AMPLICON,602,78753640,PRJNA559967,SAMN12565100,Metagenome or environmental,54832915,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710913,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963259,AMPLICON,600,58490400,PRJNA559967,SAMN12565100,Metagenome or environmental,38063682,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710912,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963260,AMPLICON,602,47965554,PRJNA559967,SAMN12565100,Metagenome or environmental,33434080,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710911,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963261,AMPLICON,600,39112200,PRJNA559967,SAMN12565100,Metagenome or environmental,24721779,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710910,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P25y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963262,AMPLICON,602,37790550,PRJNA559967,SAMN12565100,Metagenome or environmental,25474613,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710909,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963263,AMPLICON,602,37168082,PRJNA559967,SAMN12565100,Metagenome or environmental,24699659,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710908,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963264,AMPLICON,600,64540200,PRJNA559967,SAMN12565100,Metagenome or environmental,39592978,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710907,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963265,AMPLICON,602,30247490,PRJNA559967,SAMN12565100,Metagenome or environmental,21349871,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710906,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963266,AMPLICON,602,36443876,PRJNA559967,SAMN12565100,Metagenome or environmental,24383393,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6710905,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S19p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963267,AMPLICON,602,30907884,PRJNA559967,SAMN12565100,Metagenome or environmental,17422786,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710904,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P16s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963268,AMPLICON,602,24630830,PRJNA559967,SAMN12565100,Metagenome or environmental,13735066,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710903,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P16y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963269,AMPLICON,602,24943870,PRJNA559967,SAMN12565100,Metagenome or environmental,14142473,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710902,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963270,AMPLICON,602,31628478,PRJNA559967,SAMN12565100,Metagenome or environmental,17908899,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710901,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963271,AMPLICON,602,42317590,PRJNA559967,SAMN12565100,Metagenome or environmental,24012861,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710900,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963272,AMPLICON,602,38066868,PRJNA559967,SAMN12565100,Metagenome or environmental,21146243,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710899,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963273,AMPLICON,602,19202596,PRJNA559967,SAMN12565100,Metagenome or environmental,10834347,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710898,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963274,AMPLICON,602,24396652,PRJNA559967,SAMN12565100,Metagenome or environmental,13776029,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710897,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P17s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
