Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,Sample Name,Source_material_ID,SRA Study
SRR10298959,AMPLICON,500,45000,PRJNA577959,SAMN13042973,Metagenome or environmental,115071,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011898,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC-2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK4-biological replicate 1,AVEKitC-2,not applicable,SRP226041
SRR10298960,AMPLICON,500,82500,PRJNA577959,SAMN13042972,Metagenome or environmental,143726,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7011897,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC-1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK3-biological replicate 1,AVEKitC-1,not applicable,SRP226041
SRR10298961,AMPLICON,500,184500,PRJNA577959,SAMN13042971,Metagenome or environmental,218324,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011896,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKit_B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK2-biological replicate 1,AVEKit_B,not applicable,SRP226041
SRR10298962,AMPLICON,500,28000,PRJNA577959,SAMN13042970,Metagenome or environmental,102605,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011895,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKit_A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK1-biological replicate 1,AVEKit_A,not applicable,SRP226041
SRR10298963,AMPLICON,502,53658278,PRJNA577959,SAMN13042754,Metagenome or environmental,34910948,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011894,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,34Mat-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,34MAT-biological replicate 1,34Mat-Bld,maternal blood,SRP226041
SRR10298964,AMPLICON,500,6526500,PRJNA577959,SAMN13042969,Metagenome or environmental,4709479,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011893,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,84VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84VRS-F-biological replicate 2,84VRS,vagina-rectal swabs,SRP226041
SRR10298965,AMPLICON,500,1951000,PRJNA577959,SAMN13042968,Metagenome or environmental,1475530,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011892,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P2-biological replicate 3,84P2,placental sample,SRP226041
SRR10298966,AMPLICON,500,1581500,PRJNA577959,SAMN13042967,Metagenome or environmental,1217512,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7011891,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P1-biological replicate 2,84P1,placental sample,SRP226041
SRR10298967,AMPLICON,500,556500,PRJNA577959,SAMN13042966,Metagenome or environmental,479875,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011890,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,84MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84MB-F-biological replicate 2,84MB,maternal blood,SRP226041
SRR10298968,AMPLICON,500,1076000,PRJNA577959,SAMN13042965,Metagenome or environmental,851440,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011889,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,84CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84CB-F-biological replicate 2,84CB,cord blood,SRP226041
SRR10298969,AMPLICON,500,111841000,PRJNA577959,SAMN13042964,Metagenome or environmental,78751784,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011888,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,83VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83VRS-F-biological replicate 2,83VRS,vagina-rectal swabs,SRP226041
SRR10298970,AMPLICON,500,4887000,PRJNA577959,SAMN13042963,Metagenome or environmental,3575290,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011887,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P2-biological replicate 3,83P2,placental sample,SRP226041
SRR10298971,AMPLICON,500,4767000,PRJNA577959,SAMN13042962,Metagenome or environmental,3489876,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011886,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P1-biological replicate 2,83P1,placental sample,SRP226041
SRR10298972,AMPLICON,500,2154500,PRJNA577959,SAMN13042961,Metagenome or environmental,1619722,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011885,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,83MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83MB-F-biological replicate 2,83MB,maternal blood,SRP226041
SRR10298973,AMPLICON,500,109500,PRJNA577959,SAMN13042960,Metagenome or environmental,160901,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011884,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,83CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83CB-F-biological replicate 2,83CB,cord blood,SRP226041
SRR10298974,AMPLICON,502,61663672,PRJNA577959,SAMN13042753,Metagenome or environmental,38292653,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011883,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,34Crd-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,34CRD-biological replicate 1,34Crd-Bld,cord blood,SRP226041
SRR10298975,AMPLICON,500,204765500,PRJNA577959,SAMN13042959,Metagenome or environmental,142284737,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011882,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,82VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82VRS-F-biological replicate 2,82VRS,vagina-rectal swabs,SRP226041
SRR10298976,AMPLICON,500,4914000,PRJNA577959,SAMN13042958,Metagenome or environmental,3576683,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011881,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P2-biological replicate 3,82P2,placental sample,SRP226041
SRR10298977,AMPLICON,500,2474000,PRJNA577959,SAMN13042957,Metagenome or environmental,1850336,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7011880,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P1-biological replicate 2,82P1,placental sample,SRP226041
SRR10298978,AMPLICON,500,479500,PRJNA577959,SAMN13042956,Metagenome or environmental,423534,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011879,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,82MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82MB-F-biological replicate 2,82MB,maternal blood,SRP226041
SRR10298979,AMPLICON,500,231000,PRJNA577959,SAMN13042955,Metagenome or environmental,247613,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011878,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,82CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82CB-F-biological replicate 2,82CB,cord blood,SRP226041
SRR10298980,AMPLICON,500,141635000,PRJNA577959,SAMN13042954,Metagenome or environmental,100208435,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011877,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,81VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,81VRS-F-biological replicate 2,81VRS,vagina-rectal swabs,SRP226041
SRR10298981,AMPLICON,500,20000,PRJNA577959,SAMN13043206,Metagenome or environmental,91724,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011876,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WASeq2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK107-biological replicate 1,WASeq2,not applicable,SRP226041
SRR10298982,AMPLICON,500,37500,PRJNA577959,SAMN13043205,Metagenome or environmental,101979,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011875,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WASeq1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK106-biological replicate 1,WASeq1,not applicable,SRP226041
SRR10298983,AMPLICON,500,55000,PRJNA577959,SAMN13043204,Metagenome or environmental,114624,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011874,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WAKit2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK105-biological replicate 1,WAKit2,not applicable,SRP226041
SRR10298984,AMPLICON,500,6000,PRJNA577959,SAMN13043203,Metagenome or environmental,82583,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011873,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WAKit1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK104-biological replicate 1,WAKit1,not applicable,SRP226041
SRR10298985,AMPLICON,500,20000,PRJNA577959,SAMN13043202,Metagenome or environmental,91292,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011872,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Samp_Room2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK103-biological replicate 1,Samp_Room2,not applicable,SRP226041
SRR10298986,AMPLICON,500,13000,PRJNA577959,SAMN13043201,Metagenome or environmental,87213,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011871,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Samp_Room1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK102-biological replicate 1,Samp_Room1,not applicable,SRP226041
SRR10298987,AMPLICON,500,16000,PRJNA577959,SAMN13043200,Metagenome or environmental,89008,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011870,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl12_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK101-biological replicate 1,RTSFCntrl12,not applicable,SRP226041
SRR10298988,AMPLICON,502,30080844,PRJNA577959,SAMN13042777,Metagenome or environmental,18306329,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011869,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,43VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,43VRS-biological replicate 1,43VRS,vagina-rectal swabs,SRP226041
SRR10298989,AMPLICON,500,41500,PRJNA577959,SAMN13043199,Metagenome or environmental,105904,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011868,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl11_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK100-biological replicate 1,RTSFCntrl11,not applicable,SRP226041
SRR10298990,AMPLICON,500,64500,PRJNA577959,SAMN13043198,Metagenome or environmental,120435,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011867,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl10_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK99-biological replicate 1,RTSFCntrl10,not applicable,SRP226041
SRR10298991,AMPLICON,500,12000,PRJNA577959,SAMN13043197,Metagenome or environmental,86690,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011866,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl9_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK98-biological replicate 1,RTSFCntrl9,not applicable,SRP226041
SRR10298992,AMPLICON,500,17500,PRJNA577959,SAMN13043196,Metagenome or environmental,90318,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011865,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl8_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK97-biological replicate 1,RTSFCntrl8,not applicable,SRP226041
SRR10298993,AMPLICON,500,16000,PRJNA577959,SAMN13043195,Metagenome or environmental,89216,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7011864,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl7_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK96-biological replicate 1,RTSFCntrl7,not applicable,SRP226041
SRR10298994,AMPLICON,500,8000,PRJNA577959,SAMN13043194,Metagenome or environmental,84210,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011863,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl6_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK95-biological replicate 1,RTSFCntrl6,not applicable,SRP226041
SRR10298995,AMPLICON,500,13500,PRJNA577959,SAMN13043193,Metagenome or environmental,87910,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7011862,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl5_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK94-biological replicate 1,RTSFCntrl5,not applicable,SRP226041
SRR10298996,AMPLICON,500,18500,PRJNA577959,SAMN13043192,Metagenome or environmental,91819,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011861,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK93-biological replicate 1,RTSFCntrl4,not applicable,SRP226041
SRR10298997,AMPLICON,500,15500,PRJNA577959,SAMN13043191,Metagenome or environmental,89019,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011860,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK92-biological replicate 1,RTSFCntrl3,not applicable,SRP226041
SRR10298998,AMPLICON,500,12500,PRJNA577959,SAMN13043190,Metagenome or environmental,87082,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011859,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK91-biological replicate 1,RTSFCntrl2,not applicable,SRP226041
SRR10298999,AMPLICON,502,41671522,PRJNA577959,SAMN13042776,Metagenome or environmental,26781522,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011858,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,43Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,43PLAC-biological replicate 2,43Plac2,placental sample,SRP226041
SRR10299000,AMPLICON,500,27000,PRJNA577959,SAMN13043189,Metagenome or environmental,95086,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011857,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSFCntrl1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK90-biological replicate 1,RTSFCntrl1,not applicable,SRP226041
SRR10299001,AMPLICON,500,7500,PRJNA577959,SAMN13043188,Metagenome or environmental,84190,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011856,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSUsed4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK89-biological replicate 1,PBSUsed4,not applicable,SRP226041
SRR10299002,AMPLICON,500,111000,PRJNA577959,SAMN13043187,Metagenome or environmental,150257,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011855,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSUsed3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK88-biological replicate 1,PBSUsed3,not applicable,SRP226041
SRR10299003,AMPLICON,500,1500,PRJNA577959,SAMN13043186,Metagenome or environmental,80072,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011854,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSUsed2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK87-biological replicate 1,PBSUsed2,not applicable,SRP226041
SRR10299004,AMPLICON,500,36000,PRJNA577959,SAMN13043185,Metagenome or environmental,101551,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011853,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSUsed1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK86-biological replicate 1,PBSUsed1,not applicable,SRP226041
SRR10299005,AMPLICON,500,26500,PRJNA577959,SAMN13043184,Metagenome or environmental,95296,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011852,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSSeq3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,BK85-biological replicate 1,PBSSeq3,not applicable,SRP226041
SRR10299006,AMPLICON,500,16500,PRJNA577959,SAMN13043183,Metagenome or environmental,89402,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011851,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,PBSSeq2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK84-biological replicate 1,PBSSeq2,not applicable,SRP226041
