Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Identifier
SRR7946143,AMPLICON,501,33066639,PRJNA397876,SAMN10138177,Metagenome or environmental,21240068,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780139,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_2,SRP116027,51
SRR7946144,AMPLICON,501,2947058,PRJNA397876,SAMN10138180,Metagenome or environmental,2024318,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780138,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_5,SRP116027,54
SRR7946145,AMPLICON,501,65612584,PRJNA397876,SAMN10138179,Metagenome or environmental,42737826,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780137,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_4,SRP116027,53
SRR7946146,AMPLICON,501,6774153,PRJNA397876,SAMN10138182,Metagenome or environmental,4507369,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780136,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_7,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_7,SRP116027,56
SRR7946147,AMPLICON,501,38922812,PRJNA397876,SAMN10138181,Metagenome or environmental,24136611,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780135,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_6,SRP116027,55
SRR7946148,AMPLICON,501,913182,PRJNA397876,SAMN10138184,Metagenome or environmental,676587,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780134,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_9,SRP116027,58
SRR7946149,AMPLICON,501,67068100,PRJNA397876,SAMN10138183,Metagenome or environmental,43619034,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780133,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_8,SRP116027,57
SRR7946150,AMPLICON,501,47235481,PRJNA397876,SAMN10138186,Metagenome or environmental,30254241,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780132,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_10,SRP116027,60
SRR7946151,AMPLICON,501,92662194,PRJNA397876,SAMN10138185,Metagenome or environmental,59912545,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780131,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_1,SRP116027,59
SRR7946152,AMPLICON,501,18231975,PRJNA397876,SAMN10138295,Metagenome or environmental,10812569,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780130,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_4,SRP116027,169
SRR7946153,AMPLICON,501,103194278,PRJNA397876,SAMN10138296,Metagenome or environmental,58950505,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780129,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_5,SRP116027,170
SRR7946154,AMPLICON,501,36405924,PRJNA397876,SAMN10138289,Metagenome or environmental,20557792,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780128,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_1,SRP116027,163
SRR7946155,AMPLICON,501,4571941,PRJNA397876,SAMN10138290,Metagenome or environmental,2521487,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780127,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_10,SRP116027,164
SRR7946156,AMPLICON,501,17831371,PRJNA397876,SAMN10138287,Metagenome or environmental,9877993,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780126,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B4_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B4_4,SRP116027,161
SRR7946157,AMPLICON,501,74882661,PRJNA397876,SAMN10138288,Metagenome or environmental,41873584,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780125,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B4_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B4_5,SRP116027,162
SRR7946158,AMPLICON,501,13499617,PRJNA397876,SAMN10138293,Metagenome or environmental,7318743,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780124,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_2,SRP116027,167
SRR7946159,AMPLICON,501,14193965,PRJNA397876,SAMN10138294,Metagenome or environmental,7860315,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780123,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_3,SRP116027,168
SRR7946160,AMPLICON,501,19766955,PRJNA397876,SAMN10138291,Metagenome or environmental,11064428,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780122,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_11,SRP116027,165
SRR7946161,AMPLICON,501,47252602,PRJNA397876,SAMN10138292,Metagenome or environmental,27993015,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780121,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_12,SRP116027,166
SRR7946162,AMPLICON,501,18067,PRJNA397876,SAMN10138236,Metagenome or environmental,94357,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780119,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_3,SRP116027,110
SRR7946163,AMPLICON,501,878668,PRJNA397876,SAMN10138231,Metagenome or environmental,682677,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780118,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_1,SRP116027,105
SRR7946164,AMPLICON,501,40137,PRJNA397876,SAMN10138232,Metagenome or environmental,110563,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780117,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_10,SRP116027,106
SRR7946165,AMPLICON,501,54194,PRJNA397876,SAMN10138235,Metagenome or environmental,120715,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780120,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_2,SRP116027,109
SRR7946166,AMPLICON,501,7019,PRJNA397876,SAMN10138233,Metagenome or environmental,86080,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780116,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_11,SRP116027,107
SRR7946167,AMPLICON,502,1004,PRJNA397876,SAMN10138234,Metagenome or environmental,79881,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780115,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B5_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B5_12,SRP116027,108
SRR7946168,AMPLICON,501,27590,PRJNA397876,SAMN10138227,Metagenome or environmental,101486,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780114,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B4_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B4_2,SRP116027,101
SRR7946169,AMPLICON,501,30109,PRJNA397876,SAMN10138228,Metagenome or environmental,102859,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780113,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B4_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B4_3,SRP116027,102
SRR7946170,AMPLICON,501,23582,PRJNA397876,SAMN10138230,Metagenome or environmental,98253,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780111,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B4_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B4_5,SRP116027,104
SRR7946171,AMPLICON,501,40191936,PRJNA397876,SAMN10138169,Metagenome or environmental,26090222,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780110,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B4_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B4_2,SRP116027,43
SRR7946172,AMPLICON,500,45827072,PRJNA397876,SAMN10138170,Metagenome or environmental,29522792,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780109,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B4_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B4_3,SRP116027,44
SRR7946173,AMPLICON,501,22070,PRJNA397876,SAMN10138229,Metagenome or environmental,97196,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780112,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B4_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B4_4,SRP116027,103
SRR7946174,AMPLICON,501,50928381,PRJNA397876,SAMN10138167,Metagenome or environmental,32861984,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780108,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B3_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B3_4,SRP116027,41
SRR7946175,AMPLICON,501,41371630,PRJNA397876,SAMN10138168,Metagenome or environmental,26068337,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780107,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B4_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B4_1,SRP116027,42
SRR7946176,AMPLICON,501,447194,PRJNA397876,SAMN10138173,Metagenome or environmental,373795,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780106,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_1,SRP116027,47
SRR7946177,AMPLICON,501,59815317,PRJNA397876,SAMN10138174,Metagenome or environmental,36246248,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780105,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_10,SRP116027,48
SRR7946178,AMPLICON,501,72218357,PRJNA397876,SAMN10138172,Metagenome or environmental,48353842,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780103,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B4_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B4_5,SRP116027,46
SRR7946179,AMPLICON,500,9072209,PRJNA397876,SAMN10138175,Metagenome or environmental,5409364,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780102,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_11,SRP116027,49
SRR7946180,AMPLICON,501,3075797,PRJNA397876,SAMN10138176,Metagenome or environmental,1908283,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780101,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_12,SRP116027,50
SRR7946181,AMPLICON,501,7498732,PRJNA397876,SAMN10138171,Metagenome or environmental,5086969,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780104,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B4_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B4_4,SRP116027,45
SRR7946182,AMPLICON,501,41128837,PRJNA397876,SAMN10138298,Metagenome or environmental,22938276,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780100,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_7,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_7,SRP116027,172
SRR7946183,AMPLICON,501,136022492,PRJNA397876,SAMN10138297,Metagenome or environmental,77759955,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780099,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_6,SRP116027,171
SRR7946184,AMPLICON,501,43589209,PRJNA397876,SAMN10138300,Metagenome or environmental,24663757,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780098,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_9,SRP116027,174
SRR7946185,AMPLICON,501,57966999,PRJNA397876,SAMN10138299,Metagenome or environmental,32771861,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780097,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B5_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B5_8,SRP116027,173
